Year,Month,Station,LimacinaDensity,Log10LimDensity,AragSatHorDepth,Arag40m,upper100mArag,LimDen_3mo,Log10LimDen_3mo,AragSat_3mo,Arag40m_3mo,upper100mArag_3mo
2008,10,NH05,17.06497529,0.77128814,50,1.136380327,1.409757393,6.860275193,0.47521425,45.66666667,1.261977333,1.460299149
2008,11,NH05,3.51585029,0.65435461,60,1.81360163,1.841670519,9.555472466,0.794665324,56.66666667,1.528158769,1.667532919
2008,12,NH05,8.085591821,0.958353222,60,1.63449435,1.751170846,4.525973347,0.693750211,60,1.681621727,1.737940395
2009,1,NH05,1.97647793,0.468542801,60,1.596769201,1.620979819,22.31426303,1.062890371,59.33333333,1.566074351,1.634384103
2009,2,NH05,56.88071934,1.761775091,58,1.466959502,1.531001644,19.61906576,0.743439297,59.33333333,1.587202542,1.625588162
2009,3,NH05,0,0,60,1.697878922,1.724783024,18.96023978,0.587258364,45.33333333,1.302466633,1.408772147
2009,4,NH05,0,0,18,0.742561475,0.970531772,7.769805991,0.432376907,41.66666667,1.172249695,1.337867046
2009,5,NH05,23.30941797,1.297130721,47,1.076308687,1.318286341,7.769805991,0.432376907,24.33333333,0.826997171,1.058936064
2009,6,NH05,0,0,8,0.66212135,0.887990079,7.769805991,0.432376907,22.33333333,0.78753936,1.025327575
2009,7,NH05,0,0,12,0.624188044,0.869706303,0,0,13.33333333,0.665466955,0.947880014
2009,8,NH05,0,0,20,0.710091472,1.085943659,1.699855545,0.20679861,22,0.731399778,1.073778678
2009,9,NH05,5.099566636,0.62039583,34,0.859919819,1.265686073,3.068186469,0.367508435,38,0.933648425,1.268361999
2009,10,NH05,4.104992771,0.482129474,60,1.230933984,1.453456265,3.517386015,0.462114706,51.33333333,1.290769302,1.537072764
2009,11,NH05,1.347598637,0.283818814,60,1.781454103,1.892075955,2.273640777,0.350730063,60,1.526362788,1.667912071
2009,12,NH05,1.368330924,0.286241899,60,1.566700278,1.658203993,1.35796478,0.285030357,60,1.67407719,1.775139974
2010,1,,,,,,,0.684165462,0.143120949,60,1.666770425,1.73890333
2010,2,NH05,0,0,60,1.766840572,1.819602667,0,0,60,1.591450859,1.704478606
2010,3,NH05,0,0,60,1.416061147,1.589354544,1.955803235,0.278930986,60,1.593135073,1.701359403
2010,4,NH05,5.867409706,0.836792958,60,1.596503499,1.695120997,5.224631676,0.443725591,53,1.324039141,1.5322801
2010,5,NH05,9.806485323,0.494383814,39,0.959552776,1.312364759,13.35962541,0.765925586,53,1.190958988,1.511658586
2010,6,NH05,24.40498119,0.966599985,60,1.01682069,1.527490003,11.89899085,0.557118443,40,0.90923072,1.279218815
2010,7,NH05,1.48550603,0.21037153,21,0.751318695,0.997801684,8.630162407,0.392323838,33.33333333,0.850100101,1.227692113
2010,8,NH05,0,0,19,0.782160918,1.157784651,4.805813099,0.30377918,23.33333333,0.786842051,1.163081496
2010,9,NH05,12.93193327,0.700966009,30,0.827046539,1.333658155,4.310644423,0.233655336,25.66666667,0.783706387,1.174941872
2010,10,NH05,0,0,28,0.741911704,1.03338281,7.59308257,0.522659952,39.33333333,1.144678284,1.40461503
2010,11,NH05,9.847314442,0.867013846,60,1.865076608,1.846804127,4.923657221,0.433506923,44,1.303494156,1.440093468
2010,12,,,,,,,9.129630946,0.908517779,60,1.773511758,1.777403846
2011,1,NH05,8.41194745,0.950021713,60,1.681946907,1.708003565,10.31374789,1.028512535,55,1.509536943,1.542561312
2011,2,NH05,12.21554833,1.107003357,50,1.337126978,1.377119059,6.875831928,0.685675023,56.66666667,1.509536943,1.61565714
2011,3,NH05,0,0,60,,1.761848797,5.587965956,0.536364354,54.33333333,1.512809318,1.621037335
2011,4,NH05,4.548349535,0.502089706,53,1.688491659,1.724144148,1.516116512,0.167363235,45.33333333,1.213749391,1.541724213
2011,5,NH05,0,0,23,0.739007124,1.139179694,75.06775747,0.854653178,32,1.053221428,1.280714496
2011,6,NH05,220.6549229,2.061869827,20,0.732165503,0.978819647,77.20893956,0.914067474,19.66666667,0.718418776,1.012545286
2011,7,NH05,10.97189581,0.680332595,16,0.684083702,0.919636517,77.20893956,0.914067474,16.66666667,0.68004657,0.909460176
2011,8,NH05,0,0,14,0.623890505,0.829924365,3.657298603,0.226777532,24.33333333,0.783069764,1.012063969
2011,9,NH05,0,0,43,1.041235086,1.286631024,0.468253125,0.096811686,33,0.920831751,1.158592527
2011,10,NH05,1.404759376,0.290435058,42,1.097369661,1.359222192,2.507576219,0.380930389,48.33333333,1.305912486,1.475168149
2011,11,NH05,6.11796928,0.852356109,60,1.779132711,1.779651231,2.507576219,0.380930389,54,1.333232425,1.484072318
2011,12,NH05,0,0,60,1.123194902,1.31334353,12.20407377,0.783529136,60,1.51958695,1.587106014
2012,1,NH05,30.49425203,1.498231299,60,1.656433237,1.668323282,12.96577373,0.823833643,60,1.448439901,1.534538827
2012,2,NH05,8.403069148,0.97326963,60,1.565691565,1.621949668,12.96577373,0.823833643,60,1.519641407,1.615281016
2012,3,NH05,0,0,60,1.33679942,1.555570097,2.801023049,0.32442321,60,1.525749619,1.646431728
2012,4,NH05,0,0,60,1.674757872,1.761775419,1.825830201,0.207346649,54,1.340450055,1.549371251
2012,5,NH05,5.477490602,0.622039946,42,1.009792873,1.330768238,6.894501855,0.604344931,46.66666667,1.198069947,1.47831262
2012,6,NH05,15.20601496,1.190994849,38,0.909659097,1.342394203,7.597904589,0.700471707,32,0.959725985,1.209789137
2012,7,NH05,2.1102082,0.288380327,16,,0.956204971,5.772074388,0.493125058,23.66666667,0.770352023,1.099428372
2012,8,NH05,0,0,17,0.631044949,0.999685943,1.746759703,0.259160788,18,0.668443776,0.947768422
2012,9,NH05,3.130070907,0.489102037,21,0.705842604,0.887414353,1.043356969,0.163034012,31.66666667,0.902324362,1.102659744
2012,10,NH05,0,0,57,1.370085534,1.420878936,9.082245061,0.445077212,46,1.304505249,1.387598269
2012,11,NH05,24.11666428,0.846129599,60,1.837587609,1.854501517,8.566440142,0.419398729,59,1.650288304,1.672687503
2012,12,NH05,1.58265615,0.412066589,60,1.74319177,1.742682055,15.18129687,0.859063044,60,1.723308929,1.741475461
2013,1,NH05,19.84457018,1.318992944,60,1.589147407,1.62724281,20.97077182,1.119765356,57,1.468971175,1.600583099
2013,2,NH05,41.48508913,1.628236534,51,1.074574348,1.431824432,32.47268058,1.491870239,53,1.359040576,1.510578101
2013,3,NH05,36.08838243,1.528381238,48,1.413399974,1.472667061,38.07698585,1.555319953,41,1.058720198,1.297138417
2013,4,NH05,36.65748598,1.509342088,24,0.688186272,0.986923757,30.93492645,1.281579459,37,0.996846604,1.239946229
2013,5,NH05,20.05891094,0.80701505,39,0.888953566,1.260247868,20.42714312,0.970057927,33,0.831196138,1.179708874
2013,6,NH05,4.565032455,0.593816643,36,0.916448576,1.291954997,9.280120451,0.581090474,28,0.808666351,1.106995345
2013,7,NH05,3.216417963,0.342439727,9,0.620596912,0.768783171,5.597429771,0.525293594,20,0.722254561,1.006451258
2013,8,NH05,9.010838895,0.63962441,15,0.629718194,0.958615605,4.075752286,0.327354712,25.66666667,0.854206237,1.075205039
2013,9,NH05,0,0,53,1.312303605,1.498216342,3.887434711,0.346465223,40.33333333,1.070236285,1.288471637
2013,10,NH05,2.651465239,0.399771258,53,1.268687055,1.408582962,5.369216946,0.374223208,55.33333333,1.383581222,1.48958908
2013,11,NH05,13.4561856,0.722898366,60,1.569753008,1.561967937,6.606567425,0.598626549,57.66666667,1.353511339,1.469301619
2013,12,NH05,3.712051435,0.673210022,60,1.222093954,1.437353956,5.722745678,0.465369463,60,1.422314465,1.505802579
2014,1,NH05,0,0,60,1.475096432,1.518085842,1.237350478,0.224403341,60,1.416090131,1.535123523
2014,2,NH05,0,0,60,1.551080006,1.64993077,0,0,60,1.631054941,1.679368097
2014,3,NH05,0,0,60,1.866988385,1.87008768,5.527540085,0.358410773,60,1.755032488,1.796935566
2014,4,NH05,16.58262026,1.075232318,60,1.847029073,1.870788247,48.69419066,0.994328903,57.33333333,1.744328805,1.82377709
2014,5,NH05,129.4999517,1.907754391,52,1.518968957,1.730455342,49.51482516,1.145068845,45.33333333,1.359563044,1.516870074
2014,6,NH05,2.461903504,0.452219825,24,0.712691102,0.949366632,48.22183978,1.023612149,32.66666667,0.976250669,1.301109997
2014,7,NH05,12.70366413,0.710862232,22,0.697091948,1.223508019,5.05518921,0.387694019,25.33333333,0.724123526,1.080214645
2014,8,NH05,0,0,30,0.762587528,1.067769284,6.729973866,0.469819293,35.33333333,0.958796075,1.298746452
2014,9,NH05,7.486257473,0.698595646,54,1.416708748,1.604962053,2.495419158,0.232865215,45,1.26494723,1.472882646
2014,10,NH05,0,0,51,1.615545415,1.745916599,2.495419158,0.232865215,55,1.675588339,1.789385555
2014,11,NH05,0,0,60,1.994510853,2.017278013,0,0,57,1.80035139,1.84546495
2014,12,NH05,0,0,60,1.790997902,1.773200238,0.286957648,0.061577845,60,1.894061222,1.891649689
2015,1,NH05,0.860872945,0.184733535,60,1.896674912,1.884470816,0.286957648,0.061577845,60,1.825673897,1.850924775
2015,2,NH05,0,0,60,1.789348876,1.89510327,1.385431832,0.208292867,58.33333333,1.72732171,1.774121386
2015,3,NH05,3.295422553,0.440145065,55,1.495941342,1.542790071,1.098474184,0.146715022,53.66666667,1.463924734,1.604969958
2015,4,NH05,0,0,46,1.106483984,1.377016533,3.922484131,0.304700414,39,1.122945856,1.280981174
2015,5,NH05,8.47202984,0.473956176,16,0.766412243,0.923136918,3.307726868,0.238944718,27,0.891527206,1.083048096
2015,6,NH05,1.451150763,0.242877979,19,0.801685391,0.948990836,11.65232887,0.696122627,19.66666667,0.833793656,1.040024708
2015,7,NH05,25.03380602,1.371533728,24,0.933283334,1.247946369,77.26528022,1.294016128,25.66666667,0.876272083,1.125864634
2015,8,NH05,205.3108839,2.267636678,34,0.893847523,1.180656697,95.03307426,1.71986981,31.33333333,0.922670602,1.218181246
2015,9,NH05,54.75453289,1.520439024,36,0.940880949,1.225940672,119.5575606,1.928193799,37.66666667,0.968072541,1.283578629
2015,10,NH05,98.60726511,1.996505696,43,1.069489151,1.444138518,51.95017388,1.353203763,46.33333333,1.236827764,1.49854244
2015,11,NH05,2.488723648,0.542666569,60,1.700113191,1.825548131,50.54799438,1.269586133,51.5,1.384801171,1.634843324
2015,12,,,,,,,1.244361824,0.271333285,60,1.725577835,1.846977023
2016,1,NH05,0,0,60,1.751042478,1.868405915,0,0,60,1.751042478,1.999494289
2016,2,NH05,0,0,60,,2.130582663,0,0,60,1.822415953,1.975334402
2016,3,NH05,0,0,60,1.893789427,1.927014627,0,0,60,1.710157322,1.936841762
2016,4,NH05,0,0,60,1.526525218,1.752927997,1.448655048,0.164401714,48,1.403271516,1.645862496
2016,5,NH05,4.345965144,0.493205141,24,0.789499903,1.257644864,4.633849215,0.488430412,33.66666667,1.0079241,1.342849062
2016,6,NH05,9.5555825,0.972086095,17,0.707747181,1.017974324,9.417991478,0.883822757,16,0.709965375,1.062540066
2016,7,NH05,14.35242679,1.186177035,7,0.632649041,0.912001009,9.737119268,0.98336156,12,0.683550972,0.954246879
2016,8,NH05,5.303348515,0.791821549,12,0.710256695,0.932765305,70.15312385,1.418640635,15.66666667,0.70619855,1.03722746
2016,9,NH05,190.8035963,2.277923321,28,0.775689913,1.266916065,119.4852317,1.760953562,33.33333333,0.948447361,1.333403616
2016,10,NH05,162.3487502,2.213115816,60,1.359395476,1.800529477,134.6465809,2.068421071,49.33333333,1.391873797,1.701883381
2016,11,NH05,50.78739636,1.714224077,60,2.040536002,2.0382046,71.52024586,1.437326128,60,1.775149689,1.89712779
2016,12,NH05,1.424591011,0.384638491,60,1.925517588,1.852649291,28.34282029,1.209330295,60,1.876695694,1.885348134
2017,1,NH05,32.8164735,1.529128316,60,1.664033492,1.765190511,13.53526335,0.83341464,60,1.775348824,1.789431573
2017,2,NH05,6.364725549,0.586477114,60,1.736495391,1.750454917,19.80965632,1.147639595,60,1.725926068,1.772066397
2017,3,NH05,20.24776992,1.327313355,60,1.777249321,1.800553762,12.4202604,0.963976045,60,1.782230467,1.806102425
2017,4,NH05,10.64828573,0.978137666,60,1.832946691,1.867298596,10.29868522,0.768483674,50.66666667,1.455810965,1.622309658
2017,5,NH05,0,0,32,0.757236882,1.199076614,9.349372396,0.747650503,37.66666667,1.17281014,1.437304501
2017,6,NH05,17.39983146,1.264813845,21,0.928246846,1.245538292,17.32803279,0.92562813,24,0.78172535,1.110018828
2017,7,NH05,34.5842669,1.512070546,19,0.659692323,0.885441578,18.78429574,1.168920238,18,0.735540226,1.01852132
2017,8,NH05,4.36878885,0.729876324,14,0.618681509,0.924584091,42.82360391,1.39566869,21.33333333,0.696934951,1.009563477
2017,9,NH05,89.517756,1.945059201,31,0.812431021,1.218664764,48.51692681,1.462321345,32.66666667,0.909659393,1.207549761
2017,10,NH05,51.6642356,1.712028512,53,1.297865649,1.479400428,56.10082011,1.702036756,48,1.131109208,1.418774901
2017,11,NH05,27.12046874,1.449022556,60,1.283030955,1.558259511,28.10319255,1.325174648,57.66666667,1.390428961,1.573942817
2017,12,NH05,5.524873307,0.814472878,60,1.590390278,1.684168512,16.32267102,1.131747717,60,1.436710616,1.621214012
2018,1,,,,,,,8.251427456,0.747460319,60,1.467422993,1.620457758
2018,2,NH05,10.97798161,0.68044776,60,1.344455709,1.556747003,42.36460995,1.234184019,60,1.541810174,1.648241672
2018,3,NH05,73.7512383,1.787920278,60,1.73916464,1.739736341,112.5894178,1.488351235,60,1.458209235,1.594938777
2018,4,NH05,253.0390335,1.996685666,60,1.291007357,1.488332988,120.7997644,1.64660175,49,1.256315175,1.484395254
2018,5,NH05,35.60902157,1.155199306,27,0.738773527,1.225116432,116.8986587,1.650518581,32,0.901553615,1.16123547
2018,6,NH05,62.04792106,1.799670771,9,0.674879961,0.770256989,32.55231421,0.984956692,16,0.673924119,0.946586023
2018,7,NH05,0,0,12,0.608118868,0.844384646,21.0295544,0.703152967,10.5,0.641499415,0.807320818
